Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ENSG00000185559	10.552645139708709	3.522140266922817	0.44739574620104305	3.458851420060908e-17	1.9677982203963182e-14	TRUE
ENSG00000254647	58.19894409413713	2.934131627082859	0.2345308510863693	7.569620744121433e-38	5.167780082011702e-34	TRUE
ENSG00000121351	36.4932535221228	2.857962228343027	0.31852902567598157	3.1695276541820987e-21	3.091195042157312e-18	TRUE
ENSG00000141433	7.503301191091921	2.742882568171987	0.4117328406232731	3.652387498343296e-13	1.1873737833899846e-10	TRUE
ENSG00000275807	8.76352137698998	2.5563111764159916	0.25000780243620735	2.4027253534565094e-26	8.201702994023796e-23	TRUE
ENSG00000122585	5.988212567966405	2.182377789423433	0.6201987931853765	4.369931769521049e-6	3.1737791692042764e-4	TRUE
ENSG00000214548	20.0940825912586	1.798426258495798	0.24656970910364784	5.565964596122111e-15	2.3749275186078532e-12	TRUE
ENSG00000134762	5.756734790332164	1.727943545825355	0.18079712047954297	4.802140244653397e-23	8.196052862562186e-20	TRUE
ENSG00000169490	11.617899821835152	1.5184809541764956	0.2824282319604184	1.569223092507691e-9	3.117827156673237e-7	TRUE
ENSG00000188042	3.694711080718675	1.5106425939964223	0.23945394086576569	9.38902409117226e-12	2.670786144601375e-9	TRUE
ENSG00000151789	8.086597378361343	1.500583605158028	0.2533001965068132	1.3430734278816988e-15	6.549401637248828e-13	TRUE
ENSG00000260966	8.193058268700392	1.4213149119870818	0.2775978340506834	7.0306316624284394e-9	1.1706859112048525e-6	TRUE
ENSG00000183431	51.692879153908756	1.408733474362308	0.1897374132206627	2.6192335591822667e-15	1.1921005005691556e-12	TRUE
ENSG00000123836	33.81608845622695	1.38901532296438	0.2128781135989975	1.6029142487190942e-12	4.757867641741416e-10	TRUE
ENSG00000185008	9.289399171453285	1.305994959915766	0.266546706763429	2.24817172046595e-8	3.336580072961096e-6	TRUE
ENSG00000206560	18.718955082350966	1.271321247105641	0.18561739056346216	1.7310340073974752e-13	6.21987850973819e-11	TRUE
ENSG00000163884	6.036761586307132	1.268444969767735	0.16594401662162797	7.300675578482758e-16	3.8339778595616755e-13	TRUE
ENSG00000272031	4.986168766361292	1.214365285555413	0.13554294009726625	1.4801579365567895e-20	1.2631297791091503e-17	TRUE
ENSG00000281591	5.436075554971025	1.1295132378312287	0.12201121211531328	9.563410602566428e-22	1.08815673639535e-18	TRUE
ENSG00000144619	9.073452074584177	1.0565484491716295	0.25941415393609696	1.1683896277903517e-6	1.0096956948005989e-4	TRUE
ENSG00000182050	10.372435175533749	1.0504052000727786	0.17751864310991475	8.867110196723909e-15	3.5609271360608308e-12	TRUE
ENSG00000164756	57.2370462900606	1.0283027733115242	0.1277304358250532	2.5722075025800073e-17	1.5964055109194282e-14	TRUE
ENSG00000110013	13.977353304761651	1.020438466121513	0.17012724052322747	6.117445064479324e-11	1.4915641948285837e-8	TRUE
ENSG00000166407	4.283569720974066	0.962695565762227	0.3115486833015267	4.9482777254747006e-5	0.00246583153516903	TRUE
ENSG00000129757	12.885537806539052	0.9494727959129652	0.21215247602384288	2.190457155466201e-7	2.5783191379944404e-5	TRUE
ENSG00000131389	5.1313587058233585	0.8990070979112602	0.3052261565326179	7.92857104094965e-5	0.00360149925852725	TRUE
ENSG00000168904	5.05433818852888	0.8636645450154067	0.3228943601107135	1.727239873721754e-4	0.00685573640575489	TRUE
ENSG00000115457	6.013298370435802	0.8590547980220935	0.21128939643937997	1.566049655629804e-6	1.304413470505944e-4	TRUE
ENSG00000139364	4.471870993958481	0.8497928336996462	0.22256614041750725	4.505919583210959e-6	3.2380961046927603e-4	TRUE
ENSG00000173068	3.7355987449298462	0.8241403775374512	0.22069609668040888	6.205000418507827e-6	4.278943217894235e-4	TRUE
ENSG00000198586	45.66186767237144	0.82118191929039	0.11889491640129686	1.849345128473869e-13	6.312739596045551e-11	TRUE
ENSG00000140105	6.662501519774566	0.8204133378570294	0.4498837610518266	0.00107471900142356	0.0267168283758051	TRUE
ENSG00000260314	6.489431802339364	0.7969705054723327	0.5329999423103372	0.0017196376065579	0.03750787840246274	TRUE
ENSG00000152578	3.9077092904948687	0.7936521803165373	0.360269131296081	6.013155804929756e-4	0.01769474770700666	TRUE
ENSG00000149346	9.327931704969656	0.7906401108251181	0.29459462428328465	1.788001200848434e-4	0.00705588681976431	TRUE
ENSG00000111845	4.69178302583041	0.7871387769438122	0.3366244216362195	4.3943875078833775e-4	0.01367715609035102	TRUE
ENSG00000182718	22.673222453901893	0.7804274721996975	0.16441490546627008	7.08733982317875e-8	9.080069352536812e-6	TRUE
ENSG00000143156	19.61801327111865	0.7675490669133656	0.09003633483350756	7.022042593683649e-19	4.793948478707829e-16	TRUE
